Column2,Column1,Answer_ID,QID,Answer_Arabic,Mark1,Mark1_ceil,Mark2,Mark2_ceil,Average_Mark,Median,mark_floor,mark_ceil,Question_ID,Question_Type,Question_Arabic,Model_Arabic
77,1225,29,3.2,"إثبات وتحديد الهوية، تسجيل الدخول و الخروج و الوقت، البديل عن حمل الوثائق الثبوتية، بديل لحفظ كلمات السر، تعزيز قوة امن المعلومات",4.5,5,5,5,4.75,5,4,5,2,3,ما هي النتائج المترتبة على استعمال تقنيات القياس الحيوي في الدخول إلى النظام المعلوماتي؟,"الأمن والخصوصية، البديل لحمل الوثائق الثبوتية ، البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية."
56,1204,8,3.2,"تعفي عن عمل وثائق إثبات الهوية ، تعفي عن ذكر كلمات السر الطويلة.",2.5,3,3,3,2.75,3,2,3,2,3,ما هي النتائج المترتبة على استعمال تقنيات القياس الحيوي في الدخول إلى النظام المعلوماتي؟,"الأمن والخصوصية، البديل لحمل الوثائق الثبوتية ، البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية."
75,1223,27,3.2,"الامن، البديل عن حمل الوثائق الثبوتية، بديل لحفظ كلمات السر، يسهل سرعة العمليات المالية ",5,5,5,5,5,5,5,5,2,3,ما هي النتائج المترتبة على استعمال تقنيات القياس الحيوي في الدخول إلى النظام المعلوماتي؟,"الأمن والخصوصية، البديل لحمل الوثائق الثبوتية ، البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية."
84,1232,36,3.2,"التأكد من هوية المستخدم بنسبة كبيرة، الاشخاص المصرح بهم فقط يمكنهم الولوج، زيادة في درجة حماية النظام ",2.5,3,3.5,4,3,3,3,3,2,3,ما هي النتائج المترتبة على استعمال تقنيات القياس الحيوي في الدخول إلى النظام المعلوماتي؟,"الأمن والخصوصية، البديل لحمل الوثائق الثبوتية ، البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية."
73,1221,25,3.2,"الأمن والخصوصية، تسهيل العمليات المالية، البديل عن الوثائق الثبوتية، حماية كلمة السر و تذكرها",3.5,4,2.5,3,3,3,3,3,2,3,ما هي النتائج المترتبة على استعمال تقنيات القياس الحيوي في الدخول إلى النظام المعلوماتي؟,"الأمن والخصوصية، البديل لحمل الوثائق الثبوتية ، البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية."
60,1208,12,3.2,"عدم انتحال الشخصية اي لا يستطيع دخول الاخرين ما عدا صاحب البطاقة، عدم القدرة على سرقة الهوية و الوصول الى البيانات الشخصية.",2.5,3,1.5,2,2,2,2,2,2,3,ما هي النتائج المترتبة على استعمال تقنيات القياس الحيوي في الدخول إلى النظام المعلوماتي؟,"الأمن والخصوصية، البديل لحمل الوثائق الثبوتية ، البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية."
93,1241,45,3.2,"عدم حمل وثائق اثبات الهوية دائما، اثبات مؤكد للهوية و تنقص نسبة الاختراق باستعمال البطاقات، عدم الحاجة لتذكر كلمات السر الصعبة دائما",3.5,4,3.5,4,3.5,4,3,4,2,3,ما هي النتائج المترتبة على استعمال تقنيات القياس الحيوي في الدخول إلى النظام المعلوماتي؟,"الأمن والخصوصية، البديل لحمل الوثائق الثبوتية ، البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية."
66,1214,18,3.2,"البديل لحمل وثائق الثبوتية كبطاقة التعريف ، بديل لتذكر كلمات السر.",2.5,3,2,2,2.25,2,2,3,2,3,ما هي النتائج المترتبة على استعمال تقنيات القياس الحيوي في الدخول إلى النظام المعلوماتي؟,"الأمن والخصوصية، البديل لحمل الوثائق الثبوتية ، البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية."
63,1211,15,3.2,ـ تحديد هوية المستخدم ـ التأكد من هويته ـ البديل لحمل وثائق الثبوتية ـ البديل لحفظ و تذكر أرقام المرور السرية ـ تأمين سرية المعاملات المالية ,5,5,5,5,5,5,5,5,2,3,ما هي النتائج المترتبة على استعمال تقنيات القياس الحيوي في الدخول إلى النظام المعلوماتي؟,"الأمن والخصوصية، البديل لحمل الوثائق الثبوتية ، البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية."
79,1227,31,3.2,"الأمن والخصوصية، التخلص من وثائق الهوية، الاستغناء عن كلمة السر، ضمان امن الاموال",5,5,5,5,5,5,5,5,2,3,ما هي النتائج المترتبة على استعمال تقنيات القياس الحيوي في الدخول إلى النظام المعلوماتي؟,"الأمن والخصوصية، البديل لحمل الوثائق الثبوتية ، البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية."
