Column2,Column1,Answer_ID,QID,Answer_Arabic,Mark1,Mark1_ceil,Mark2,Mark2_ceil,Average_Mark,Median,mark_floor,mark_ceil,Question_ID,Question_Type,Question_Arabic,Model_Arabic
73,1509,26,4.2,"تطور البرامج يخلق الثغرات فيها، سرعة الهجمات، ضعف العائد المالي، تكتم الضحايا، القوانين التشريعية",3,3,2,2,2.5,2,2,3,2,4,علّل تزايد فرص الإجرام الإلكتروني عبر العالم؟,تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها
78,1514,31,4.2,تزايد فرص الاجرام نتيجة تزايد وتطور التقنيات و الاجهزة الالكترونية,2.5,3,2.5,3,2.5,3,2,3,2,4,علّل تزايد فرص الإجرام الإلكتروني عبر العالم؟,تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها
90,1526,43,4.2,تزايد عدد البرامج أي تزايد الثغرات لذلك يمكن الولوج اليها (المواقع او الحاسوب),2,2,1.5,2,1.75,2,1,2,2,4,علّل تزايد فرص الإجرام الإلكتروني عبر العالم؟,تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها
77,1513,30,4.2,"زيادة المخترقين، زيادة فرص الاجرام",4,4,3.5,4,3.75,4,3,4,2,4,علّل تزايد فرص الإجرام الإلكتروني عبر العالم؟,تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها
82,1518,35,4.2,"تطور ادوات الاختراق الالكتروني، سرعة الهجمات، تطور الانترانت وبالتالي زيادة عدد المخترقين، تطوير البرامج الضخمة مما يترك ثغرات امنية ",4.5,5,4.5,5,4.5,5,4,5,2,4,علّل تزايد فرص الإجرام الإلكتروني عبر العالم؟,تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها
63,1499,16,4.2,"زيادة إستخدام الهواتف و التطبيقات و الأنترنت، تطوير البرامج الضخمة مما يصعب من سد الثغرات ، إنتشار إستخدام الحاسوب في أداء العمل ، التزايد المفرط في عدد المخترقين و أدوات الإختراق.",5,5,4.5,5,4.75,5,4,5,2,4,علّل تزايد فرص الإجرام الإلكتروني عبر العالم؟,تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها
79,1515,32,4.2,تزايد فرص الاجرام يعود الى  تزايد وتطور التقنيات و الاجهزة الالكترونية و المستخدمين,2,2,2.5,3,2.25,2,2,3,2,4,علّل تزايد فرص الإجرام الإلكتروني عبر العالم؟,تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها
70,1506,23,4.2,تكتم الضحايا ـ سرعة الهجمات ـ تطوير برامج كبيرة ـ زيادة عدد المخترقين ـ العائد المادي,2.5,3,2.5,3,2.5,3,2,3,2,4,علّل تزايد فرص الإجرام الإلكتروني عبر العالم؟,تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها
55,1491,8,4.2,"تقنيات الاختراق تتطور ، لا يمكن لمحقق عادي مجاراتها، لا تخلف اي اثار للجريمة ورائها، تكتم الصحية، سرعة الاختراق و الهجوم.",3,3,2,2,2.5,2,2,3,2,4,علّل تزايد فرص الإجرام الإلكتروني عبر العالم؟,تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها
75,1511,28,4.2,"تطور أدوات الاختراق، تكتم الضحايا، تقدير برامج عملاقة، سرعة تطور مجال الاختراق",3.5,4,4,4,3.75,4,3,4,2,4,علّل تزايد فرص الإجرام الإلكتروني عبر العالم؟,تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها
